-79.834 0.00007
-79.224 0.00004
-78.613 0.00003
-78.003 0.00004
-77.393 0.00004
-76.782 0.00003
-76.172 0.00014
-75.562 0.00008
-74.951 0.00003
-74.341 0.00005
-73.730 0.00004
-73.120 0.00005
-72.510 0.00001
-71.899 0.00006
-71.289 0.00018
-70.679 0.00017
-70.068 0.00003
-69.458 0.00010
-68.848 0.00006
-68.237 0.00006
-67.627 0.00018
-67.017 0.00008
-66.406 0.00003
-65.796 0.00002
-65.186 0.00003
-64.575 0.00006
-63.965 0.00014
-63.354 0.00017
-62.744 0.00006
-62.134 0.00002
-61.523 0.00013
-60.913 0.00005
-60.303 0.00016
-59.692 0.00002
-59.082 0.00003
-58.472 0.00011
-57.861 0.00008
-57.251 0.00016
-56.641 0.00011
-56.030 0.00003
-55.420 0.00010
-54.810 0.00004
-54.199 0.00011
-53.589 0.00014
-52.979 0.00007
-52.368 0.00006
-51.758 0.00005
-51.147 0.00010
-50.537 0.00004
-49.927 0.00006
-49.316 0.00005
-48.706 0.00004
-48.096 0.00003
-47.485 0.00005
-46.875 0.00010
-46.265 0.00011
-45.654 0.00010
-45.044 0.00006
-44.434 0.00010
-43.823 0.00009
-43.213 0.00004
-42.603 0.00013
-41.992 0.00009
-41.382 0.00017
-40.771 0.00004
-40.161 0.00013
-39.551 0.00013
-38.940 0.00028
-38.330 0.00008
-37.720 0.00012
-37.109 0.00003
-36.499 0.00010
-35.889 0.00002
-35.278 0.00009
-34.668 0.00016
-34.058 0.00008
-33.447 0.00010
-32.837 0.00013
-32.227 0.00006
-31.616 0.00015
-31.006 0.00018
-30.396 0.00016
-29.785 0.00012
-29.175 0.00009
-28.564 0.00015
-27.954 0.00013
-27.344 0.00016
-26.733 0.00001
-26.123 0.00012
-25.513 0.00002
-24.902 0.00016
-24.292 0.00017
-23.682 0.00021
-23.071 0.00015
-22.461 0.00012
-21.851 0.00025
-21.240 0.00017
-20.630 0.00028
-20.020 0.00009
-19.409 0.00011
-18.799 0.00010
-18.188 0.00023
-17.578 0.00004
-16.968 0.00011
-16.357 0.00015
-15.747 0.00014
-15.137 0.00020
-14.526 0.00006
-13.916 0.00002
-13.306 0.00025
-12.695 0.00007
-12.085 0.00013
-11.475 0.00018
-10.864 0.00012
-10.254 0.00033
-9.644 0.00011
-9.033 0.00033
-8.423 0.00012
-7.812 0.00010
-7.202 0.00029
-6.592 0.00014
-5.981 0.00025
-5.371 0.00027
-4.761 0.00035
-4.150 0.00021
-3.540 0.00046
-2.930 0.00043
-2.319 0.00048
-1.709 0.00081
-1.099 0.00076
-0.488 0.00077
0.122 0.00087
0.732 0.00105
1.343 0.00136
1.953 0.00167
2.563 0.00152
3.174 0.00099
3.784 0.00092
4.395 0.00073
5.005 0.00043
5.615 0.00042
6.226 0.00037
6.836 0.00032
7.446 0.00042
8.057 0.00042
8.667 0.00027
9.277 0.00029
9.888 0.00015
10.498 0.00027
11.108 0.00017
11.719 0.00024
12.329 0.00012
12.939 0.00032
13.550 0.00009
14.160 0.00016
14.771 0.00021
15.381 0.00039
15.991 0.00016
16.602 0.00017
17.212 0.00021
17.822 0.00018
18.433 0.00009
19.043 0.00019
19.653 0.00016
20.264 0.00027
20.874 0.00021
21.484 0.00014
22.095 0.00033
22.705 0.00016
23.315 0.00018
23.926 0.00020
24.536 0.00011
25.146 0.00024
25.757 0.00020
26.367 0.00007
26.978 0.00020
27.588 0.00007
28.198 0.00019
28.809 0.00016
29.419 0.00004
30.029 0.00011
30.640 0.00013
31.250 0.00022
31.860 0.00014
32.471 0.00016
33.081 0.00003
33.691 0.00003
34.302 0.00004
34.912 0.00009
35.522 0.00016
36.133 0.00007
36.743 0.00021
37.354 0.00014
37.964 0.00012
38.574 0.00006
39.185 0.00018
39.795 0.00006
40.405 0.00009
41.016 0.00025
41.626 0.00017
42.236 0.00004
42.847 0.00005
43.457 0.00023
44.067 0.00008
44.678 0.00015
45.288 0.00014
45.898 0.00010
46.509 0.00014
47.119 0.00009
47.729 0.00007
48.340 0.00012
48.950 0.00017
49.561 0.00020
50.171 0.00015
50.781 0.00010
51.392 0.00008
52.002 0.00010
52.612 0.00018
53.223 0.00010
53.833 0.00010
54.443 0.00013
55.054 0.00009
55.664 0.00007
56.274 0.00005
56.885 0.00011
57.495 0.00005
58.105 0.00008
58.716 0.00007
59.326 0.00016
59.937 0.00012
60.547 0.00010
61.157 0.00017
61.768 0.00010
62.378 0.00011
62.988 0.00008
63.599 0.00028
64.209 0.00005
64.819 0.00017
65.430 0.00003
66.040 0.00012
66.650 0.00016
67.261 0.00007
67.871 0.00004
68.481 0.00014
69.092 0.00022
69.702 0.00022
70.312 0.00007
70.923 0.00008
71.533 0.00011
72.144 0.00008
72.754 0.00004
73.364 0.00019
73.975 0.00006
74.585 0.00008
75.195 0.00014
75.806 0.00013
76.416 0.00020
77.026 0.00011
77.637 0.00012
78.247 0.00016
78.857 0.00005
79.468 0.00023
