-79.834 0.00016
-79.224 0.00025
-78.613 0.00026
-78.003 0.00005
-77.393 0.00034
-76.782 0.00016
-76.172 0.00024
-75.562 0.00026
-74.951 0.00006
-74.341 0.00012
-73.730 0.00022
-73.120 0.00022
-72.510 0.00037
-71.899 0.00004
-71.289 0.00018
-70.679 0.00010
-70.068 0.00024
-69.458 0.00025
-68.848 0.00029
-68.237 0.00006
-67.627 0.00030
-67.017 0.00014
-66.406 0.00007
-65.796 0.00039
-65.186 0.00022
-64.575 0.00023
-63.965 0.00015
-63.354 0.00024
-62.744 0.00054
-62.134 0.00028
-61.523 0.00045
-60.913 0.00038
-60.303 0.00011
-59.692 0.00006
-59.082 0.00038
-58.472 0.00005
-57.861 0.00019
-57.251 0.00004
-56.641 0.00033
-56.030 0.00041
-55.420 0.00012
-54.810 0.00037
-54.199 0.00071
-53.589 0.00046
-52.979 0.00003
-52.368 0.00017
-51.758 0.00037
-51.147 0.00037
-50.537 0.00013
-49.927 0.00057
-49.316 0.00046
-48.706 0.00052
-48.096 0.00025
-47.485 0.00039
-46.875 0.00029
-46.265 0.00050
-45.654 0.00039
-45.044 0.00067
-44.434 0.00014
-43.823 0.00012
-43.213 0.00029
-42.603 0.00020
-41.992 0.00006
-41.382 0.00049
-40.771 0.00027
-40.161 0.00021
-39.551 0.00039
-38.940 0.00047
-38.330 0.00032
-37.720 0.00019
-37.109 0.00025
-36.499 0.00045
-35.889 0.00034
-35.278 0.00031
-34.668 0.00047
-34.058 0.00044
-33.447 0.00014
-32.837 0.00030
-32.227 0.00052
-31.616 0.00019
-31.006 0.00029
-30.396 0.00027
-29.785 0.00057
-29.175 0.00024
-28.564 0.00052
-27.954 0.00037
-27.344 0.00048
-26.733 0.00026
-26.123 0.00035
-25.513 0.00023
-24.902 0.00059
-24.292 0.00045
-23.682 0.00029
-23.071 0.00024
-22.461 0.00026
-21.851 0.00035
-21.240 0.00058
-20.630 0.00025
-20.020 0.00060
-19.409 0.00029
-18.799 0.00042
-18.188 0.00010
-17.578 0.00030
-16.968 0.00071
-16.357 0.00035
-15.747 0.00008
-15.137 0.00026
-14.526 0.00035
-13.916 0.00055
-13.306 0.00031
-12.695 0.00037
-12.085 0.00021
-11.475 0.00059
-10.864 0.00029
-10.254 0.00016
-9.644 0.00049
-9.033 0.00020
-8.423 0.00047
-7.812 0.00043
-7.202 0.00004
-6.592 0.00028
-5.981 0.00027
-5.371 0.00031
-4.761 0.00031
-4.150 0.00007
-3.540 0.00078
-2.930 0.00077
-2.319 0.00090
-1.709 0.00047
-1.099 0.00041
-0.488 0.00034
0.122 0.00102
0.732 0.00105
1.343 0.00140
1.953 0.00171
2.563 0.00149
3.174 0.00110
3.784 0.00095
4.395 0.00094
5.005 0.00070
5.615 0.00044
6.226 0.00046
6.836 0.00028
7.446 0.00046
8.057 0.00014
8.667 0.00023
9.277 0.00029
9.888 0.00005
10.498 0.00037
11.108 0.00049
11.719 0.00052
12.329 0.00014
12.939 0.00008
13.550 0.00046
14.160 0.00011
14.771 0.00032
15.381 0.00068
15.991 0.00051
16.602 0.00039
17.212 0.00024
17.822 0.00033
18.433 0.00013
19.043 0.00039
19.653 0.00042
20.264 0.00036
20.874 0.00021
21.484 0.00042
22.095 0.00026
22.705 0.00050
23.315 0.00021
23.926 0.00017
24.536 0.00043
25.146 0.00036
25.757 0.00034
26.367 0.00042
26.978 0.00055
27.588 0.00039
28.198 0.00052
28.809 0.00021
29.419 0.00028
30.029 0.00016
30.640 0.00009
31.250 0.00048
31.860 0.00034
32.471 0.00042
33.081 0.00045
33.691 0.00032
34.302 0.00030
34.912 0.00020
35.522 0.00042
36.133 0.00042
36.743 0.00043
37.354 0.00015
37.964 0.00007
38.574 0.00005
39.185 0.00054
39.795 0.00042
40.405 0.00001
41.016 0.00041
41.626 0.00037
42.236 0.00037
42.847 0.00016
43.457 0.00016
44.067 0.00039
44.678 0.00018
45.288 0.00027
45.898 0.00074
46.509 0.00045
47.119 0.00032
47.729 0.00033
48.340 0.00035
48.950 0.00013
49.561 0.00024
50.171 0.00022
50.781 0.00045
51.392 0.00046
52.002 0.00024
52.612 0.00065
53.223 0.00022
53.833 0.00017
54.443 0.00042
55.054 0.00030
55.664 0.00027
56.274 0.00063
56.885 0.00017
57.495 0.00032
58.105 0.00027
58.716 0.00011
59.326 0.00015
59.937 0.00005
60.547 0.00032
61.157 0.00043
61.768 0.00015
62.378 0.00005
62.988 0.00041
63.599 0.00014
64.209 0.00025
64.819 0.00029
65.430 0.00047
66.040 0.00028
66.650 0.00005
67.261 0.00033
67.871 0.00033
68.481 0.00053
69.092 0.00024
69.702 0.00041
70.312 0.00047
70.923 0.00018
71.533 0.00015
72.144 0.00005
72.754 0.00022
73.364 0.00004
73.975 0.00027
74.585 0.00011
75.195 0.00017
75.806 0.00014
76.416 0.00015
77.026 0.00014
77.637 0.00019
78.247 0.00024
78.857 0.00018
79.468 0.00038
